term,strongs,book,chapter,verse,word,morph,kjv_verse
δέησις,G1162,1Ti,5,5,δεήσεσιν,N-DPF,"Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day."
δέησις,G1162,2Ti,1,3,δεήσεσίν,N-DPF,"I thank God, whom I serve from my forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day;"
δέησις,G1162,Heb,5,7,δεήσεις,N-APF,"Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;"
δέησις,G1162,Jas,5,16,δέησις,N-NSF,"Confess your faults one to another, and pray one for another, that ye may be healed. The effectual fervent prayer of a righteous man availeth much."
δέησις,G1162,1Pe,3,12,δέησιν,N-ASF,"For the eyes of the Lord are over the righteous, and his ears are open unto their prayers: but the face of the Lord is against them that do evil."
προσευχή,G4335,Mat,17,21,προσευχῇ,N-DSF,Howbeit this kind goeth not out but by prayer and fasting.
προσευχή,G4335,Mat,21,13,προσευχῆς,N-GSF,"And said unto them, It is written, My house shall be called the house of prayer; but ye have made it a den of thieves."
προσευχή,G4335,Mat,21,22,προσευχῇ,N-DSF,"And all things, whatsoever ye shall ask in prayer, believing, ye shall receive."
προσευχή,G4335,Mrk,9,29,προσευχῇ,N-DSF,"And he said unto them, This kind can come forth by nothing, but by prayer and fasting."
προσευχή,G4335,Mrk,11,17,προσευχῆς,N-GSF,"And he taught, saying unto them, Is it not written, My house shall be called of all nations the house of prayer? but ye have made it a den of thieves."
προσευχή,G4335,Luk,6,12,προσευχῇ,N-DSF,"And it came to pass in those days, that he went out into a mountain to pray, and continued all night in prayer to God."
προσευχή,G4335,Luk,19,46,προσευχῆς·,N-GSF,"Saying unto them, It is written, My house is the house of prayer: but ye have made it a den of thieves."
προσευχή,G4335,Luk,22,45,"προσευχῆς,",N-GSF,"And when he rose up from prayer, and was come to his disciples, he found them sleeping for sorrow,"
προσευχή,G4335,Act,1,14,προσευχῇ,N-DSF,"These all continued with one accord in prayer and supplication, with the women, and Mary the mother of Jesus, and with his brethren."
προσευχή,G4335,Act,2,42,προσευχαῖς.,N-DPF,"And they continued stedfastly in the apostles’ doctrine and fellowship, and in breaking of bread, and in prayers."
προσευχή,G4335,Act,3,1,προσευχῆς,N-GSF,"Now Peter and John went up together into the temple at the hour of prayer, being the ninth hour."
προσευχή,G4335,Act,6,4,προσευχῇ,N-DSF,"But we will give ourselves continually to prayer, and to the ministry of the word."
προσευχή,G4335,Act,10,4,προσευχαί,N-NPF,"And when he looked on him, he was afraid, and said, What is it, Lord? And he said unto him, Thy prayers and thine alms are come up for a memorial before God."
προσευχή,G4335,Act,10,31,προσευχὴ,N-NSF,"And said, Cornelius, thy prayer is heard, and thine alms are had in remembrance in the sight of God."
προσευχή,G4335,Act,12,5,προσευχὴ,N-NSF,Peter therefore was kept in prison: but prayer was made without ceasing of the church unto God for him.
προσευχή,G4335,Act,16,13,προσευχὴν,N-ASF,"And on the sabbath we went out of the city by a river side, where prayer was wont to be made; and we sat down, and spake unto the women which resorted thither."
προσευχή,G4335,Act,16,16,"προσευχήν,",N-ASF,"And it came to pass, as we went to prayer, a certain damsel possessed with a spirit of divination met us, which brought her masters much gain by soothsaying:"
προσευχή,G4335,Rom,12,12,προσευχῇ,N-DSF,Rejoicing in hope; patient in tribulation; continuing instant in prayer;
προσευχή,G4335,Rom,15,30,προσευχαῖς,N-DPF,"Now I beseech you, brethren, for the Lord Jesus Christ’s sake, and for the love of the Spirit, that ye strive together with me in your prayers to God for me;"
προσευχή,G4335,1Co,7,5,προσευχῇ,N-DSF,"Defraud ye not one the other, except it be with consent for a time, that ye may give yourselves to fasting and prayer; and come together again, that Satan tempt you not for your incontinency."
προσευχή,G4335,Eph,1,16,προσευχῶν,N-GPF,"Cease not to give thanks for you, making mention of you in my prayers;"
προσευχή,G4335,Eph,6,18,προσευχῆς,N-GSF,"Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints;"
προσευχή,G4335,Php,4,6,προσευχῇ,N-DSF,Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.
προσευχή,G4335,Col,4,2,προσευχῇ,N-DSF,"Continue in prayer, and watch in the same with thanksgiving;"
προσευχή,G4335,Col,4,12,"προσευχαῖς,",N-DPF,"Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God."
προσευχή,G4335,1Th,1,2,προσευχῶν,N-GPF,"We give thanks to God always for you all, making mention of you in our prayers;"
προσευχή,G4335,1Ti,2,1,"προσευχάς,",N-APF,"I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;"
προσευχή,G4335,1Ti,5,5,προσευχαῖς,N-DPF,"Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day."
προσευχή,G4335,Phm,1,4,προσευχῶν,N-GPF,"I thank my God, making mention of thee always in my prayers,"
προσευχή,G4335,Phm,1,22,προσευχῶν,N-GPF,But withal prepare me also a lodging: for I trust that through your prayers I shall be given unto you.
προσευχή,G4335,Jas,5,17,προσευχῇ,N-DSF,"Elias was a man subject to like passions as we are, and he prayed earnestly that it might not rain: and it rained not on the earth by the space of three years and six months."
προσευχή,G4335,1Pe,3,7,προσευχὰς,N-APF,"Likewise, ye husbands, dwell with them according to knowledge, giving honour unto the wife, as unto the weaker vessel, and as being heirs together of the grace of life; that your prayers be not hindered."
προσευχή,G4335,1Pe,4,7,"προσευχάς,",N-APF,"But the end of all things is at hand: be ye therefore sober, and watch unto prayer."
προσευχή,G4335,Rev,5,8,προσευχαὶ,N-NPF,"And when he had taken the book, the four beasts and four and twenty elders fell down before the Lamb, having every one of them harps, and golden vials full of odours, which are the prayers of saints."
προσευχή,G4335,Rev,8,3,προσευχαῖς,N-DPF,"And another angel came and stood at the altar, having a golden censer; and there was given unto him much incense, that he should offer it with the prayers of all saints upon the golden altar which was before the throne."
προσευχή,G4335,Rev,8,4,προσευχαῖς,N-DPF,"And the smoke of the incense, which came with the prayers of the saints, ascended up before God out of the angel’s hand."
ἔντευξις,G1783,1Ti,2,1,"ἐντεύξεις,",N-APF,"I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;"
ἔντευξις,G1783,1Ti,4,5,ἐντεύξεως.¶,N-GSF,For it is sanctified by the word of God and prayer.
εὐχαριστία,G2169,Act,24,3,εὐχαριστίας.,N-GSF,"We accept it always, and in all places, most noble Felix, with all thankfulness."
εὐχαριστία,G2169,1Co,14,16,εὐχαριστίᾳ;,N-DSF,"Else when thou shalt bless with the spirit, how shall he that occupieth the room of the unlearned say Amen at thy giving of thanks, seeing he understandeth not what thou sayest?"
εὐχαριστία,G2169,2Co,4,15,εὐχαριστίαν,N-ASF,"For all things are for your sakes, that the abundant grace might through the thanksgiving of many redound to the glory of God."
εὐχαριστία,G2169,2Co,9,11,εὐχαριστίαν,N-ASF,"Being enriched in every thing to all bountifulness, which causeth through us thanksgiving to God."
εὐχαριστία,G2169,2Co,9,12,εὐχαριστιῶν,N-GPF,"For the administration of this service not only supplieth the want of the saints, but is abundant also by many thanksgivings unto God;"
εὐχαριστία,G2169,Eph,5,4,εὐχαριστία.,N-NSF,"Neither filthiness, nor foolish talking, nor jesting, which are not convenient: but rather giving of thanks."
εὐχαριστία,G2169,Php,4,6,εὐχαριστίας,N-GSF,Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.
εὐχαριστία,G2169,Col,2,7,εὐχαριστίᾳ.¶,N-DSF,"Rooted and built up in him, and stablished in the faith, as ye have been taught, abounding therein with thanksgiving."
εὐχαριστία,G2169,Col,4,2,εὐχαριστίᾳ·,N-DSF,"Continue in prayer, and watch in the same with thanksgiving;"
εὐχαριστία,G2169,1Th,3,9,εὐχαριστίαν,N-ASF,"For what thanks can we render to God again for you, for all the joy wherewith we joy for your sakes before our God;"
εὐχαριστία,G2169,1Ti,2,1,εὐχαριστίας,N-APF,"I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;"
εὐχαριστία,G2169,1Ti,4,3,εὐχαριστίας,N-GSF,"Forbidding to marry, and commanding to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth."
εὐχαριστία,G2169,1Ti,4,4,εὐχαριστίας,N-GSF,"For every creature of God is good, and nothing to be refused, if it be received with thanksgiving:"
εὐχαριστία,G2169,Rev,4,9,εὐχαριστίαν,N-ASF,"And when those beasts give glory and honour and thanks to him that sat on the throne, who liveth for ever and ever,"
εὐχαριστία,G2169,Rev,7,12,εὐχαριστία,N-NSF,"Saying, Amen: Blessing, and glory, and wisdom, and thanksgiving, and honour, and power, and might, be unto our God for ever and ever. Amen."
δέομαι,G1189,Mat,9,38,δεήθητε,V-AOM-2P,"Pray ye therefore the Lord of the harvest, that he will send forth labourers into his harvest."
δέομαι,G1189,Luk,5,12,ἐδεήθη,V-API-3S,"And it came to pass, when he was in a certain city, behold a man full of leprosy: who seeing Jesus fell on his face, and besought him, saying, Lord, if thou wilt, thou canst make me clean."
δέομαι,G1189,Luk,8,28,δέομαί,V-PNI-1S,"When he saw Jesus, he cried out, and fell down before him, and with a loud voice said, What have I to do with thee, Jesus, thou Son of God most high? I beseech thee, torment me not."
δέομαι,G1189,Luk,8,38,ἐδεῖτο,V-IMI-3S,"Now the man out of whom the devils were departed besought him that he might be with him: but Jesus sent him away, saying,"
δέομαι,G1189,Luk,9,38,δέομαί,V-PNI-1S,"And, behold, a man of the company cried out, saying, Master, I beseech thee, look upon my son: for he is mine only child."
δέομαι,G1189,Luk,9,40,ἐδεήθην,V-API-1S,And I besought thy disciples to cast him out; and they could not.
δέομαι,G1189,Luk,10,2,δεήθητε,V-AOM-2P,"Therefore said he unto them, The harvest truly is great, but the labourers are few: pray ye therefore the Lord of the harvest, that he would send forth labourers into his harvest."
δέομαι,G1189,Luk,21,36,δεόμενοι,V-PNP-NPM,"Watch ye therefore, and pray always, that ye may be accounted worthy to escape all these things that shall come to pass, and to stand before the Son of man."
δέομαι,G1189,Luk,22,32,ἐδεήθην,V-API-1S,"But I have prayed for thee, that thy faith fail not: and when thou art converted, strengthen thy brethren."
δέομαι,G1189,Act,4,31,δεηθέντων,V-AOP-GPM,"And when they had prayed, the place was shaken where they were assembled together; and they were all filled with the Holy Ghost, and they spake the word of God with boldness."
δέομαι,G1189,Act,8,22,δεήθητι,V-AOM-2S,"Repent therefore of this thy wickedness, and pray God, if perhaps the thought of thine heart may be forgiven thee."
δέομαι,G1189,Act,8,24,δεήθητε,V-AOM-2P,"Then answered Simon, and said, Pray ye to the Lord for me, that none of these things which ye have spoken come upon me."
δέομαι,G1189,Act,8,34,δέομαί,V-PNI-1S,"And the eunuch answered Philip, and said, I pray thee, of whom speaketh the prophet this? of himself, or of some other man?"
δέομαι,G1189,Act,10,2,δεόμενος,V-PNP-NSM,"A devout man, and one that feared God with all his house, which gave much alms to the people, and prayed to God alway."
δέομαι,G1189,Act,21,39,δέομαι,V-PNI-1S,"But Paul said, I am a man which am a Jew of Tarsus, a city in Cilicia, a citizen of no mean city: and, I beseech thee, suffer me to speak unto the people."
δέομαι,G1189,Act,26,3,δέομαι,V-PNI-1S,Especially because I know thee to be expert in all customs and questions which are among the Jews: wherefore I beseech thee to hear me patiently.
δέομαι,G1189,Rom,1,10,"δεόμενος,",V-PNP-NSM,"Making request, if by any means now at length I might have a prosperous journey by the will of God to come unto you."
δέομαι,G1189,2Co,5,20,δεόμεθα,V-PNI-1P,"Now then we are ambassadors for Christ, as though God did beseech you by us: we pray you in Christ’s stead, be ye reconciled to God."
δέομαι,G1189,2Co,8,4,δεόμενοι,V-PNP-NPM,"Praying us with much intreaty that we would receive the gift, and take upon us the fellowship of the ministering to the saints."
δέομαι,G1189,2Co,10,2,δέομαι,V-PNI-1S,"But I beseech you, that I may not be bold when I am present with that confidence, wherewith I think to be bold against some, which think of us as if we walked according to the flesh."
δέομαι,G1189,Gal,4,12,δέομαι,V-PNI-1S,"Brethren, I beseech you, be as I am; for I am as ye are: ye have not injured me at all."
δέομαι,G1189,1Th,3,10,δεόμενοι,V-PNP-NPM,"Night and day praying exceedingly that we might see your face, and might perfect that which is lacking in your faith?"
προσεύχομαι,G4336,Mat,5,44,προσεύχεσθε,V-PNM-2P,"But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;"
προσεύχομαι,G4336,Mat,6,5,"προσεύχησθε,",V-PNS-2P,"And when thou prayest, thou shalt not be as the hypocrites are: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, They have their reward."
προσεύχομαι,G4336,Mat,6,5,προσεύχεσθαι,V-PNN,"And when thou prayest, thou shalt not be as the hypocrites are: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, They have their reward."
προσεύχομαι,G4336,Mat,6,6,"προσεύχῃ,",V-PNS-2S,"But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly."
προσεύχομαι,G4336,Mat,6,6,πρόσευξαι,V-ADM-2S,"But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly."
προσεύχομαι,G4336,Mat,6,7,προσευχόμενοι,V-PNP-NPM,"But when ye pray, use not vain repetitions, as the heathen do: for they think that they shall be heard for their much speaking."
προσεύχομαι,G4336,Mat,6,9,προσεύχεσθε,V-PNM-2P,"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name."
προσεύχομαι,G4336,Mat,14,23,προσεύξασθαι.¶,V-ADN,"And when he had sent the multitudes away, he went up into a mountain apart to pray: and when the evening was come, he was there alone."
προσεύχομαι,G4336,Mat,19,13,προσεύξηται·,V-ADS-3S,"Then were there brought unto him little children, that he should put his hands on them, and pray: and the disciples rebuked them."
προσεύχομαι,G4336,Mat,23,14,προσευχόμενοι·,V-PNP-NPM,"Woe unto you, scribes and Pharisees, hypocrites! for ye devour widows’ houses, and for a pretence make long prayer: therefore ye shall receive the greater damnation."
προσεύχομαι,G4336,Mat,24,20,προσεύχεσθε,V-PNM-2P,"But pray ye that your flight be not in the winter, neither on the sabbath day:"
προσεύχομαι,G4336,Mat,26,36,προσεύξωμαι.¶,V-ADS-1S,"Then cometh Jesus with them unto a place called Gethsemane, and saith unto the disciples, Sit ye here, while I go and pray yonder."
προσεύχομαι,G4336,Mat,26,39,προσευχόμενος,V-PNP-NSM,"And he went a little further, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt."
προσεύχομαι,G4336,Mat,26,41,προσεύχεσθε,V-PNM-2P,"Watch and pray, that ye enter not into temptation: the spirit indeed is willing, but the flesh is weak."
προσεύχομαι,G4336,Mat,26,42,προσηύξατο,V-ADI-3S,"He went away again the second time, and prayed, saying, O my Father, if this cup may not pass away from me, except I drink it, thy will be done."
προσεύχομαι,G4336,Mat,26,44,προσηύξατο,V-ADI-3S,"And he left them, and went away again, and prayed the third time, saying the same words."
προσεύχομαι,G4336,Mrk,1,35,προσηύχετο.,V-INI-3S,"And in the morning, rising up a great while before day, he went out, and departed into a solitary place, and there prayed."
προσεύχομαι,G4336,Mrk,6,46,προσεύξασθαι.¶,V-ADN,"And when he had sent them away, he departed into a mountain to pray."
προσεύχομαι,G4336,Mrk,11,24,προσεύχεσθε,V-PNI-2P,"Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them."
προσεύχομαι,G4336,Mrk,11,25,"προσευχόμενοι,",V-PNP-NPM,"And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses."
προσεύχομαι,G4336,Mrk,12,40,"προσευχόμενοι,",V-PNP-NPM,"Which devour widows’ houses, and for a pretence make long prayers: these shall receive greater damnation."
προσεύχομαι,G4336,Mrk,13,18,προσεύχεσθε,V-PNM-2P,And pray ye that your flight be not in the winter.
προσεύχομαι,G4336,Mrk,13,33,προσεύχεσθε·,V-PNM-2P,"Take ye heed, watch and pray: for ye know not when the time is."
προσεύχομαι,G4336,Mrk,14,32,προσεύξωμαι.,V-ADS-1S,"And they came to a place which was named Gethsemane: and he saith to his disciples, Sit ye here, while I shall pray."
προσεύχομαι,G4336,Mrk,14,35,προσηύχετο,V-INI-3S,"And he went forward a little, and fell on the ground, and prayed that, if it were possible, the hour might pass from him."
προσεύχομαι,G4336,Mrk,14,38,προσεύχεσθε,V-PNM-2P,"Watch ye and pray, lest ye enter into temptation. The spirit truly is ready, but the flesh is weak."
προσεύχομαι,G4336,Mrk,14,39,προσηύξατο,V-ADI-3S,"And again he went away, and prayed, and spake the same words."
προσεύχομαι,G4336,Luk,1,10,προσευχόμενον,V-PNP-NSN,And the whole multitude of the people were praying without at the time of incense.
προσεύχομαι,G4336,Luk,3,21,προσευχομένου,V-PNP-GSM,"Now when all the people were baptized, it came to pass, that Jesus also being baptized, and praying, the heaven was opened,"
προσεύχομαι,G4336,Luk,5,16,προσευχόμενος.¶,V-PNP-NSM,"And he withdrew himself into the wilderness, and prayed."
προσεύχομαι,G4336,Luk,6,12,προσεύξασθαι·,V-ADN,"And it came to pass in those days, that he went out into a mountain to pray, and continued all night in prayer to God."
προσεύχομαι,G4336,Luk,6,28,προσεύχεσθε,V-PNM-2P,"Bless them that curse you, and pray for them which despitefully use you."
προσεύχομαι,G4336,Luk,9,18,προσευχόμενον,V-PNP-ASM,"And it came to pass, as he was alone praying, his disciples were with him: and he asked them, saying, Whom say the people that I am?"
προσεύχομαι,G4336,Luk,9,28,προσεύξασθαι.,V-ADN,"And it came to pass about an eight days after these sayings, he took Peter and John and James, and went up into a mountain to pray."
προσεύχομαι,G4336,Luk,9,29,προσεύχεσθαι,V-PNN,"And as he prayed, the fashion of his countenance was altered, and his raiment was white and glistering."
προσεύχομαι,G4336,Luk,11,1,"προσευχόμενον,",V-PNP-ASM,"And it came to pass, that, as he was praying in a certain place, when he ceased, one of his disciples said unto him, Lord, teach us to pray, as John also taught his disciples."
προσεύχομαι,G4336,Luk,11,1,προσεύχεσθαι,V-PNN,"And it came to pass, that, as he was praying in a certain place, when he ceased, one of his disciples said unto him, Lord, teach us to pray, as John also taught his disciples."
προσεύχομαι,G4336,Luk,11,2,"προσεύχησθε,",V-PNS-2P,"And he said unto them, When ye pray, say, Our Father which art in heaven, Hallowed be thy name. Thy kingdom come. Thy will be done, as in heaven, so in earth."
προσεύχομαι,G4336,Luk,18,1,προσεύχεσθαι,V-PNN,"And he spake a parable unto them to this end, that men ought always to pray, and not to faint;"
προσεύχομαι,G4336,Luk,18,10,"προσεύξασθαι,",V-ADN,"Two men went up into the temple to pray; the one a Pharisee, and the other a publican."
προσεύχομαι,G4336,Luk,18,11,προσηύχετο·,V-INI-3S,"The Pharisee stood and prayed thus with himself, God, I thank thee, that I am not as other men are, extortioners, unjust, adulterers, or even as this publican."
προσεύχομαι,G4336,Luk,20,47,προσεύχονται·,V-PNI-3P,"Which devour widows’ houses, and for a shew make long prayers: the same shall receive greater damnation."
προσεύχομαι,G4336,Luk,22,40,προσεύχεσθε,V-PNM-2P,"And when he was at the place, he said unto them, Pray that ye enter not into temptation."
προσεύχομαι,G4336,Luk,22,41,προσηύχετο,V-INI-3S,"And he was withdrawn from them about a stone’s cast, and kneeled down, and prayed,"
προσεύχομαι,G4336,Luk,22,44,προσηύχετο.,V-INI-3S,And being in an agony he prayed more earnestly: and his sweat was as it were great drops of blood falling down to the ground.
προσεύχομαι,G4336,Luk,22,46,προσεύχεσθε,V-PNM-2P,"And said unto them, Why sleep ye? rise and pray, lest ye enter into temptation."
προσεύχομαι,G4336,Act,1,24,προσευξάμενοι,V-ADP-NPM,"And they prayed, and said, Thou, Lord, which knowest the hearts of all men, shew whether of these two thou hast chosen,"
προσεύχομαι,G4336,Act,6,6,προσευξάμενοι,V-ADP-NPM,"Whom they set before the apostles: and when they had prayed, they laid their hands on them."
προσεύχομαι,G4336,Act,8,15,προσηύξαντο,V-ADI-3P,"Who, when they were come down, prayed for them, that they might receive the Holy Ghost:"
προσεύχομαι,G4336,Act,9,11,προσεύχεται,V-PNI-3S,"And the Lord said unto him, Arise, and go into the street which is called Straight, and enquire in the house of Judas for one called Saul, of Tarsus: for, behold, he prayeth,"
προσεύχομαι,G4336,Act,9,40,προσηύξατο·,V-ADI-3S,"But Peter put them all forth, and kneeled down, and prayed; and turning him to the body said, Tabitha, arise. And she opened her eyes: and when she saw Peter, she sat up."
προσεύχομαι,G4336,Act,10,9,προσεύξασθαι,V-ADN,"On the morrow, as they went on their journey, and drew nigh unto the city, Peter went up upon the housetop to pray about the sixth hour:"
προσεύχομαι,G4336,Act,10,30,προσευχόμενος,V-PNP-NSM,"And Cornelius said, Four days ago I was fasting until this hour; and at the ninth hour I prayed in my house, and, behold, a man stood before me in bright clothing,"
προσεύχομαι,G4336,Act,11,5,προσευχόμενος,V-PNP-NSM,"I was in the city of Joppa praying: and in a trance I saw a vision, A certain vessel descend, as it had been a great sheet, let down from heaven by four corners; and it came even to me:"
προσεύχομαι,G4336,Act,12,12,προσευχόμενοι.,V-PNP-NPM,"And when he had considered the thing, he came to the house of Mary the mother of John, whose surname was Mark; where many were gathered together praying."
προσεύχομαι,G4336,Act,13,3,προσευξάμενοι,V-ADP-NPM,"And when they had fasted and prayed, and laid their hands on them, they sent them away."
προσεύχομαι,G4336,Act,14,23,προσευξάμενοι,V-ADP-NPM,"And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed."
προσεύχομαι,G4336,Act,16,25,προσευχόμενοι,V-PNP-NPM,"And at midnight Paul and Silas prayed, and sang praises unto God: and the prisoners heard them."
προσεύχομαι,G4336,Act,20,36,προσηύξατο.,V-ADI-3S,"And when he had thus spoken, he kneeled down, and prayed with them all."
προσεύχομαι,G4336,Act,21,5,προσευξάμενοι,V-ADP-NPM,"And when we had accomplished those days, we departed and went our way; and they all brought us on our way, with wives and children, till we were out of the city: and we kneeled down on the shore, and prayed."
προσεύχομαι,G4336,Act,22,17,προσευχομένου,V-PNP-GSM,"And it came to pass, that, when I was come again to Jerusalem, even while I prayed in the temple, I was in a trance;"
προσεύχομαι,G4336,Act,28,8,"προσευξάμενος,",V-ADP-NSM,"And it came to pass, that the father of Publius lay sick of a fever and of a bloody flux: to whom Paul entered in, and prayed, and laid his hands on him, and healed him."
προσεύχομαι,G4336,Rom,8,26,προσευξώμεθα,V-ADS-1P,Likewise the Spirit also helpeth our infirmities: for we know not what we should pray for as we ought: but the Spirit itself maketh intercession for us with groanings which cannot be uttered.
προσεύχομαι,G4336,1Co,11,4,προσευχόμενος,V-PNP-NSM,"Every man praying or prophesying, having his head covered, dishonoureth his head."
προσεύχομαι,G4336,1Co,11,5,προσευχομένη,V-PNP-NSF,But every woman that prayeth or prophesieth with her head uncovered dishonoureth her head: for that is even all one as if she were shaven.
προσεύχομαι,G4336,1Co,11,13,προσεύχεσθαι;,V-PNN,Judge in yourselves: is it comely that a woman pray unto God uncovered?
προσεύχομαι,G4336,1Co,14,13,προσευχέσθω,V-PNM-3S,Wherefore let him that speaketh in an unknown tongue pray that he may interpret.
προσεύχομαι,G4336,1Co,14,14,προσεύχωμαι,V-PNS-1S,"For if I pray in an unknown tongue, my spirit prayeth, but my understanding is unfruitful."
προσεύχομαι,G4336,1Co,14,14,"προσεύχεται,",V-PNI-3S,"For if I pray in an unknown tongue, my spirit prayeth, but my understanding is unfruitful."
προσεύχομαι,G4336,1Co,14,15,προσεύξομαι,V-FDI-1S,"What is it then? I will pray with the spirit, and I will pray with the understanding also: I will sing with the spirit, and I will sing with the understanding also."
προσεύχομαι,G4336,1Co,14,15,προσεύξομαι,V-FDI-1S,"What is it then? I will pray with the spirit, and I will pray with the understanding also: I will sing with the spirit, and I will sing with the understanding also."
προσεύχομαι,G4336,Eph,6,18,προσευχόμενοι,V-PNP-NPM,"Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints;"
προσεύχομαι,G4336,Php,1,9,"προσεύχομαι,",V-PNI-1S,"And this I pray, that your love may abound yet more and more in knowledge and in all judgment;"
προσεύχομαι,G4336,Col,1,3,"προσευχόμενοι,",V-PNP-NPM,"We give thanks to God and the Father of our Lord Jesus Christ, praying always for you,"
προσεύχομαι,G4336,Col,1,9,προσευχόμενοι,V-PNP-NPM,"For this cause we also, since the day we heard it, do not cease to pray for you, and to desire that ye might be filled with the knowledge of his will in all wisdom and spiritual understanding;"
προσεύχομαι,G4336,Col,4,3,προσευχόμενοι,V-PNP-NPM,"Withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ, for which I am also in bonds:"
προσεύχομαι,G4336,1Th,5,17,προσεύχεσθε·,V-PNM-2P,Pray without ceasing.
προσεύχομαι,G4336,1Th,5,25,προσεύχεσθε,V-PNM-2P,"Brethren, pray for us."
προσεύχομαι,G4336,2Th,1,11,προσευχόμεθα,V-PNI-1P,"Wherefore also we pray always for you, that our God would count you worthy of this calling, and fulfil all the good pleasure of his goodness, and the work of faith with power:"
προσεύχομαι,G4336,2Th,3,1,"προσεύχεσθε,",V-PNM-2P,"Finally, brethren, pray for us, that the word of the Lord may have free course, and be glorified, even as it is with you:"
προσεύχομαι,G4336,1Ti,2,8,προσεύχεσθαι,V-PNN,"I will therefore that men pray every where, lifting up holy hands, without wrath and doubting."
προσεύχομαι,G4336,Heb,13,18,Προσεύχεσθε,V-PNM-2P,"Pray for us: for we trust we have a good conscience, in all things willing to live honestly."
προσεύχομαι,G4336,Jas,5,13,προσευχέσθω·,V-PNM-3S,Is any among you afflicted? let him pray. Is any merry? let him sing psalms.
